date,store_id,sku_id,final_price,promo_depth,promo_flag,baseline_price
2024-03-05,S02,SKU001,10.49,0.0,0,10.49
2024-03-05,S02,SKU002,15.49,0.0,0,15.49
2024-03-05,S02,SKU003,21.99,0.0,0,21.99
2024-03-05,S03,SKU001,10.49,0.0,0,10.49
2024-03-05,S03,SKU002,15.49,0.0,0,15.49
2024-03-05,S03,SKU003,21.99,0.0,0,21.99
2024-03-05,S04,SKU001,10.49,0.0,0,10.49
2024-03-05,S04,SKU002,15.49,0.0,0,15.49
2024-03-05,S04,SKU003,21.99,0.0,0,21.99
2024-03-05,S05,SKU001,10.49,0.0,0,10.49
2024-03-05,S05,SKU002,15.49,0.0,0,15.49
2024-03-05,S05,SKU003,21.99,0.0,0,21.99
2024-03-06,S01,SKU001,10.49,0.0,0,10.49
2024-03-06,S01,SKU002,15.49,0.0,0,15.49
2024-03-06,S01,SKU003,21.99,0.0,0,21.99
2024-03-06,S02,SKU001,10.49,0.0,0,10.49
2024-03-06,S02,SKU002,15.49,0.0,0,15.49
2024-03-06,S02,SKU003,21.99,0.0,0,21.99
2024-03-06,S03,SKU001,10.49,0.0,0,10.49
2024-03-06,S03,SKU002,15.49,0.0,0,15.49
2024-03-06,S03,SKU003,21.99,0.0,0,21.99
2024-03-06,S04,SKU001,10.49,0.0,0,10.49
2024-03-06,S04,SKU002,15.49,0.0,0,15.49
2024-03-06,S04,SKU003,21.99,0.0,0,21.99
2024-03-06,S05,SKU001,10.49,0.0,0,10.49
2024-03-06,S05,SKU002,15.49,0.0,0,15.49
2024-03-06,S05,SKU003,21.99,0.0,0,21.99
2024-03-07,S01,SKU001,10.49,0.0,0,10.49
2024-03-07,S01,SKU002,15.49,0.0,0,15.49
2024-03-07,S01,SKU003,21.99,0.0,0,21.99
2024-03-07,S02,SKU001,10.49,0.0,0,10.49
2024-03-07,S02,SKU002,15.49,0.0,0,15.49
2024-03-07,S02,SKU003,21.99,0.0,0,21.99
2024-03-07,S03,SKU001,10.49,0.0,0,10.49
2024-03-07,S03,SKU002,15.49,0.0,0,15.49
2024-03-07,S03,SKU003,21.99,0.0,0,21.99
2024-03-07,S04,SKU001,10.49,0.0,0,10.49
2024-03-07,S04,SKU002,15.49,0.0,0,15.49
2024-03-07,S04,SKU003,21.99,0.0,0,21.99
2024-03-07,S05,SKU001,10.49,0.0,0,10.49
2024-03-07,S05,SKU002,15.49,0.0,0,15.49
2024-03-07,S05,SKU003,21.99,0.0,0,21.99
2024-03-08,S01,SKU001,10.49,0.0,0,10.49
2024-03-08,S01,SKU002,15.49,0.0,0,15.49
2024-03-08,S01,SKU003,21.99,0.0,0,21.99
2024-03-08,S02,SKU001,10.49,0.0,0,10.49
2024-03-08,S02,SKU002,15.49,0.0,0,15.49
2024-03-08,S02,SKU003,21.99,0.0,0,21.99
2024-03-08,S03,SKU001,10.49,0.0,0,10.49
2024-03-08,S03,SKU002,15.49,0.0,0,15.49
2024-03-08,S03,SKU003,21.99,0.0,0,21.99
2024-03-08,S04,SKU001,10.49,0.0,0,10.49
2024-03-08,S04,SKU002,15.49,0.0,0,15.49
2024-03-08,S04,SKU003,21.99,0.0,0,21.99
2024-03-08,S05,SKU001,10.49,0.0,0,10.49
2024-03-08,S05,SKU002,15.49,0.0,0,15.49
2024-03-08,S05,SKU003,21.99,0.0,0,21.99
2024-03-09,S01,SKU001,9.091333333333333,0.1333333333333334,1,10.49
2024-03-09,S01,SKU002,13.424666666666667,0.13333333333333333,1,15.49
2024-03-09,S01,SKU003,17.592,0.2,1,21.99
2024-03-09,S02,SKU001,9.091333333333333,0.1333333333333334,1,10.49
2024-03-09,S02,SKU002,13.424666666666667,0.13333333333333333,1,15.49
2024-03-09,S02,SKU003,17.592,0.2,1,21.99
2024-03-09,S03,SKU001,9.091333333333333,0.1333333333333334,1,10.49
2024-03-09,S03,SKU002,13.424666666666667,0.13333333333333333,1,15.49
2024-03-09,S03,SKU003,17.592,0.2,1,21.99
2024-03-09,S04,SKU001,9.091333333333333,0.1333333333333334,1,10.49
2024-03-09,S04,SKU002,13.424666666666667,0.13333333333333333,1,15.49
2024-03-09,S04,SKU003,17.592,0.2,1,21.99
2024-03-09,S05,SKU001,9.091333333333333,0.1333333333333334,1,10.49
2024-03-09,S05,SKU002,13.424666666666667,0.13333333333333333,1,15.49
2024-03-09,S05,SKU003,17.592,0.2,1,21.99
2024-03-10,S01,SKU001,10.49,0.0,0,10.49
2024-03-10,S01,SKU002,15.49,0.0,0,15.49
2024-03-10,S01,SKU003,21.99,0.0,0,21.99
2024-03-10,S02,SKU001,10.49,0.0,0,10.49
2024-03-10,S02,SKU002,15.49,0.0,0,15.49
2024-03-10,S02,SKU003,21.99,0.0,0,21.99
2024-03-10,S03,SKU001,10.49,0.0,0,10.49
2024-03-10,S03,SKU002,15.49,0.0,0,15.49
2024-03-10,S03,SKU003,21.99,0.0,0,21.99
2024-03-10,S04,SKU001,10.49,0.0,0,10.49
2024-03-10,S04,SKU002,15.49,0.0,0,15.49
2024-03-10,S04,SKU003,21.99,0.0,0,21.99
2024-03-10,S05,SKU001,10.49,0.0,0,10.49
2024-03-10,S05,SKU002,15.49,0.0,0,15.49
2024-03-10,S05,SKU003,21.99,0.0,0,21.99
2024-03-11,S01,SKU001,10.49,0.0,0,10.49
2024-03-11,S01,SKU002,15.49,0.0,0,15.49
2024-03-11,S01,SKU003,21.99,0.0,0,21.99
2024-03-11,S02,SKU001,10.49,0.0,0,10.49
2024-03-11,S02,SKU002,15.49,0.0,0,15.49
2024-03-11,S02,SKU003,21.99,0.0,0,21.99
2024-03-11,S03,SKU001,10.49,0.0,0,10.49
2024-03-11,S03,SKU002,15.49,0.0,0,15.49
2024-03-11,S03,SKU003,21.99,0.0,0,21.99
2024-03-11,S04,SKU001,10.49,0.0,0,10.49
2024-03-11,S04,SKU002,15.49,0.0,0,15.49
2024-03-11,S04,SKU003,21.99,0.0,0,21.99
2024-03-11,S05,SKU001,10.49,0.0,0,10.49
2024-03-11,S05,SKU002,15.49,0.0,0,15.49
2024-03-11,S05,SKU003,21.99,0.0,0,21.99
2024-03-12,S01,SKU001,10.49,0.0,0,10.49
2024-03-12,S01,SKU002,15.49,0.0,0,15.49
2024-03-12,S01,SKU003,21.99,0.0,0,21.99
2024-03-12,S02,SKU001,10.49,0.0,0,10.49
2024-03-12,S02,SKU002,15.49,0.0,0,15.49
2024-03-12,S02,SKU003,21.99,0.0,0,21.99
2024-03-12,S03,SKU001,10.49,0.0,0,10.49
2024-03-12,S03,SKU002,15.49,0.0,0,15.49
2024-03-12,S03,SKU003,21.99,0.0,0,21.99
2024-03-12,S04,SKU001,10.49,0.0,0,10.49
2024-03-12,S04,SKU002,15.49,0.0,0,15.49
2024-03-12,S04,SKU003,21.99,0.0,0,21.99
2024-03-12,S05,SKU001,10.49,0.0,0,10.49
2024-03-12,S05,SKU002,15.49,0.0,0,15.49
2024-03-12,S05,SKU003,21.99,0.0,0,21.99
2024-03-13,S01,SKU001,10.49,0.0,0,10.49
2024-03-13,S01,SKU002,15.49,0.0,0,15.49
2024-03-13,S01,SKU003,21.99,0.0,0,21.99
2024-03-13,S02,SKU001,10.49,0.0,0,10.49
2024-03-13,S02,SKU002,15.49,0.0,0,15.49
2024-03-13,S02,SKU003,21.99,0.0,0,21.99
2024-03-13,S03,SKU001,10.49,0.0,0,10.49
2024-03-13,S03,SKU002,15.49,0.0,0,15.49
2024-03-13,S03,SKU003,21.99,0.0,0,21.99
2024-03-13,S04,SKU001,10.49,0.0,0,10.49
2024-03-13,S04,SKU002,15.49,0.0,0,15.49
2024-03-13,S04,SKU003,21.99,0.0,0,21.99
2024-03-13,S05,SKU001,10.49,0.0,0,10.49
2024-03-13,S05,SKU002,15.49,0.0,0,15.49
2024-03-13,S05,SKU003,21.99,0.0,0,21.99
2024-03-14,S01,SKU001,10.49,0.0,0,10.49
2024-03-14,S01,SKU002,15.49,0.0,0,15.49
2024-03-14,S01,SKU003,21.99,0.0,0,21.99
2024-03-14,S02,SKU001,10.49,0.0,0,10.49
2024-03-14,S02,SKU002,15.49,0.0,0,15.49
2024-03-14,S02,SKU003,21.99,0.0,0,21.99
2024-03-14,S03,SKU001,10.49,0.0,0,10.49
2024-03-14,S03,SKU002,15.49,0.0,0,15.49
2024-03-14,S03,SKU003,21.99,0.0,0,21.99
2024-03-14,S04,SKU001,10.49,0.0,0,10.49
2024-03-14,S04,SKU002,15.49,0.0,0,15.49
2024-03-14,S04,SKU003,21.99,0.0,0,21.99
2024-03-14,S05,SKU001,10.49,0.0,0,10.49
2024-03-14,S05,SKU002,15.49,0.0,0,15.49
2024-03-14,S05,SKU003,21.99,0.0,0,21.99
2024-03-15,S01,SKU001,10.49,0.0,0,10.49
2024-03-15,S01,SKU002,15.49,0.0,0,15.49
2024-03-15,S01,SKU003,21.99,0.0,0,21.99
2024-03-15,S02,SKU001,10.49,0.0,0,10.49
2024-03-15,S02,SKU002,15.49,0.0,0,15.49
2024-03-15,S02,SKU003,21.99,0.0,0,21.99
2024-03-15,S03,SKU001,10.49,0.0,0,10.49
2024-03-15,S03,SKU002,15.49,0.0,0,15.49
2024-03-15,S03,SKU003,21.99,0.0,0,21.99
2024-03-15,S04,SKU001,10.49,0.0,0,10.49
2024-03-15,S04,SKU002,15.49,0.0,0,15.49
2024-03-15,S04,SKU003,21.99,0.0,0,21.99
2024-03-15,S05,SKU001,10.49,0.0,0,10.49
2024-03-15,S05,SKU002,15.49,0.0,0,15.49
2024-03-15,S05,SKU003,21.99,0.0,0,21.99
2024-03-16,S01,SKU001,9.091333333333333,0.1333333333333334,1,10.49
2024-03-16,S01,SKU002,13.424666666666667,0.13333333333333333,1,15.49
2024-03-16,S01,SKU003,17.592,0.2,1,21.99
2024-03-16,S02,SKU001,9.091333333333333,0.1333333333333334,1,10.49
2024-03-16,S02,SKU002,13.424666666666667,0.13333333333333333,1,15.49
2024-03-16,S02,SKU003,17.592,0.2,1,21.99
2024-03-16,S03,SKU001,9.091333333333333,0.1333333333333334,1,10.49
2024-03-16,S03,SKU002,13.424666666666667,0.13333333333333333,1,15.49
2024-03-16,S03,SKU003,17.592,0.2,1,21.99
2024-03-16,S04,SKU001,9.091333333333333,0.1333333333333334,1,10.49
2024-03-16,S04,SKU002,13.424666666666667,0.13333333333333333,1,15.49
2024-03-16,S04,SKU003,17.592,0.2,1,21.99
2024-03-16,S05,SKU001,9.091333333333333,0.1333333333333334,1,10.49
2024-03-16,S05,SKU002,13.424666666666667,0.13333333333333333,1,15.49
2024-03-16,S05,SKU003,17.592,0.2,1,21.99
2024-03-17,S01,SKU001,10.49,0.0,0,10.49
2024-03-17,S01,SKU002,15.49,0.0,0,15.49
2024-03-17,S01,SKU003,21.99,0.0,0,21.99
2024-03-17,S02,SKU001,10.49,0.0,0,10.49
2024-03-17,S02,SKU002,15.49,0.0,0,15.49
2024-03-17,S02,SKU003,21.99,0.0,0,21.99
2024-03-17,S03,SKU001,10.49,0.0,0,10.49
2024-03-17,S03,SKU002,15.49,0.0,0,15.49
2024-03-17,S03,SKU003,21.99,0.0,0,21.99
2024-03-17,S04,SKU001,10.49,0.0,0,10.49
2024-03-17,S04,SKU002,15.49,0.0,0,15.49
2024-03-17,S04,SKU003,21.99,0.0,0,21.99
2024-03-17,S05,SKU001,10.49,0.0,0,10.49
2024-03-17,S05,SKU002,15.49,0.0,0,15.49
2024-03-17,S05,SKU003,21.99,0.0,0,21.99
2024-03-18,S01,SKU001,10.49,0.0,0,10.49
2024-03-18,S01,SKU002,15.49,0.0,0,15.49
2024-03-18,S01,SKU003,21.99,0.0,0,21.99
2024-03-18,S02,SKU001,10.49,0.0,0,10.49
2024-03-18,S02,SKU002,15.49,0.0,0,15.49
2024-03-18,S02,SKU003,21.99,0.0,0,21.99
2024-03-18,S03,SKU001,10.49,0.0,0,10.49
2024-03-18,S03,SKU002,15.49,0.0,0,15.49
2024-03-18,S03,SKU003,21.99,0.0,0,21.99
2024-03-18,S04,SKU001,10.49,0.0,0,10.49
2024-03-18,S04,SKU002,15.49,0.0,0,15.49
2024-03-18,S04,SKU003,21.99,0.0,0,21.99
2024-03-18,S05,SKU001,10.49,0.0,0,10.49
2024-03-18,S05,SKU002,15.49,0.0,0,15.49
2024-03-18,S05,SKU003,21.99,0.0,0,21.99
2024-03-19,S01,SKU001,10.49,0.0,0,10.49
2024-03-19,S01,SKU002,15.49,0.0,0,15.49
2024-03-19,S01,SKU003,21.99,0.0,0,21.99
2024-03-19,S02,SKU001,10.49,0.0,0,10.49
2024-03-19,S02,SKU002,15.49,0.0,0,15.49
2024-03-19,S02,SKU003,21.99,0.0,0,21.99
2024-03-19,S03,SKU001,10.49,0.0,0,10.49
2024-03-19,S03,SKU002,15.49,0.0,0,15.49
2024-03-19,S03,SKU003,21.99,0.0,0,21.99
2024-03-19,S04,SKU001,10.49,0.0,0,10.49
2024-03-19,S04,SKU002,15.49,0.0,0,15.49
2024-03-19,S04,SKU003,21.99,0.0,0,21.99
2024-03-19,S05,SKU001,10.49,0.0,0,10.49
2024-03-19,S05,SKU002,15.49,0.0,0,15.49
2024-03-19,S05,SKU003,21.99,0.0,0,21.99
2024-03-20,S01,SKU001,10.49,0.0,0,10.49
2024-03-20,S01,SKU002,15.49,0.0,0,15.49
2024-03-20,S01,SKU003,21.99,0.0,0,21.99
2024-03-20,S02,SKU001,10.49,0.0,0,10.49
2024-03-20,S02,SKU002,15.49,0.0,0,15.49
2024-03-20,S02,SKU003,21.99,0.0,0,21.99
2024-03-20,S03,SKU001,10.49,0.0,0,10.49
2024-03-20,S03,SKU002,15.49,0.0,0,15.49
2024-03-20,S03,SKU003,21.99,0.0,0,21.99
2024-03-20,S04,SKU001,10.49,0.0,0,10.49
2024-03-20,S04,SKU002,15.49,0.0,0,15.49
2024-03-20,S04,SKU003,21.99,0.0,0,21.99
2024-03-20,S05,SKU001,10.49,0.0,0,10.49
2024-03-20,S05,SKU002,15.49,0.0,0,15.49
2024-03-20,S05,SKU003,21.99,0.0,0,21.99
2024-03-21,S01,SKU001,10.49,0.0,0,10.49
2024-03-21,S01,SKU002,15.49,0.0,0,15.49
2024-03-21,S01,SKU003,21.99,0.0,0,21.99
2024-03-21,S02,SKU001,10.49,0.0,0,10.49
2024-03-21,S02,SKU002,15.49,0.0,0,15.49
2024-03-21,S02,SKU003,21.99,0.0,0,21.99
2024-03-21,S03,SKU001,10.49,0.0,0,10.49
2024-03-21,S03,SKU002,15.49,0.0,0,15.49
2024-03-21,S03,SKU003,21.99,0.0,0,21.99
2024-03-21,S04,SKU001,10.49,0.0,0,10.49
2024-03-21,S04,SKU002,15.49,0.0,0,15.49
2024-03-21,S04,SKU003,21.99,0.0,0,21.99
2024-03-21,S05,SKU001,10.49,0.0,0,10.49
2024-03-21,S05,SKU002,15.49,0.0,0,15.49
2024-03-21,S05,SKU003,21.99,0.0,0,21.99
2024-03-22,S01,SKU001,10.49,0.0,0,10.49
2024-03-22,S01,SKU002,15.49,0.0,0,15.49
2024-03-22,S01,SKU003,21.99,0.0,0,21.99
2024-03-22,S02,SKU001,10.49,0.0,0,10.49
2024-03-22,S02,SKU002,15.49,0.0,0,15.49
2024-03-22,S02,SKU003,21.99,0.0,0,21.99
2024-03-22,S03,SKU001,10.49,0.0,0,10.49
2024-03-22,S03,SKU002,15.49,0.0,0,15.49
2024-03-22,S03,SKU003,21.99,0.0,0,21.99
2024-03-22,S04,SKU001,10.49,0.0,0,10.49
2024-03-22,S04,SKU002,15.49,0.0,0,15.49
2024-03-22,S04,SKU003,21.99,0.0,0,21.99
2024-03-22,S05,SKU001,10.49,0.0,0,10.49
2024-03-22,S05,SKU002,15.49,0.0,0,15.49
2024-03-22,S05,SKU003,21.99,0.0,0,21.99
2024-03-23,S01,SKU001,9.091333333333333,0.1333333333333334,1,10.49
2024-03-23,S01,SKU002,13.424666666666667,0.13333333333333333,1,15.49
2024-03-23,S01,SKU003,17.592,0.2,1,21.99
2024-03-23,S02,SKU001,9.091333333333333,0.1333333333333334,1,10.49
2024-03-23,S02,SKU002,13.424666666666667,0.13333333333333333,1,15.49
2024-03-23,S02,SKU003,17.592,0.2,1,21.99
2024-03-23,S03,SKU001,9.091333333333333,0.1333333333333334,1,10.49
2024-03-23,S03,SKU002,13.424666666666667,0.13333333333333333,1,15.49
2024-03-23,S03,SKU003,17.592,0.2,1,21.99
2024-03-23,S04,SKU001,9.091333333333333,0.1333333333333334,1,10.49
2024-03-23,S04,SKU002,13.424666666666667,0.13333333333333333,1,15.49
2024-03-23,S04,SKU003,17.592,0.2,1,21.99
2024-03-23,S05,SKU001,9.091333333333333,0.1333333333333334,1,10.49
2024-03-23,S05,SKU002,13.424666666666667,0.13333333333333333,1,15.49
2024-03-23,S05,SKU003,17.592,0.2,1,21.99
2024-03-24,S01,SKU001,10.49,0.0,0,10.49
2024-03-24,S01,SKU002,15.49,0.0,0,15.49
2024-03-24,S01,SKU003,21.99,0.0,0,21.99
2024-03-24,S02,SKU001,10.49,0.0,0,10.49
2024-03-24,S02,SKU002,15.49,0.0,0,15.49
2024-03-24,S02,SKU003,21.99,0.0,0,21.99
2024-03-24,S03,SKU001,10.49,0.0,0,10.49
2024-03-24,S03,SKU002,15.49,0.0,0,15.49
2024-03-24,S03,SKU003,21.99,0.0,0,21.99
2024-03-24,S04,SKU001,10.49,0.0,0,10.49
2024-03-24,S04,SKU002,15.49,0.0,0,15.49
2024-03-24,S04,SKU003,21.99,0.0,0,21.99
2024-03-24,S05,SKU001,10.49,0.0,0,10.49
2024-03-24,S05,SKU002,15.49,0.0,0,15.49
2024-03-24,S05,SKU003,21.99,0.0,0,21.99
2024-03-25,S01,SKU001,10.49,0.0,0,10.49
2024-03-25,S01,SKU002,15.49,0.0,0,15.49
2024-03-25,S01,SKU003,21.99,0.0,0,21.99
2024-03-25,S02,SKU001,10.49,0.0,0,10.49
2024-03-25,S02,SKU002,15.49,0.0,0,15.49
2024-03-25,S02,SKU003,21.99,0.0,0,21.99
2024-03-25,S03,SKU001,10.49,0.0,0,10.49
2024-03-25,S03,SKU002,15.49,0.0,0,15.49
2024-03-25,S03,SKU003,21.99,0.0,0,21.99
2024-03-25,S04,SKU001,10.49,0.0,0,10.49
2024-03-25,S04,SKU002,15.49,0.0,0,15.49
2024-03-25,S04,SKU003,21.99,0.0,0,21.99
2024-03-25,S05,SKU001,10.49,0.0,0,10.49
2024-03-25,S05,SKU002,15.49,0.0,0,15.49
2024-03-25,S05,SKU003,21.99,0.0,0,21.99
2024-03-26,S01,SKU001,10.49,0.0,0,10.49
2024-03-26,S01,SKU002,15.49,0.0,0,15.49
2024-03-26,S01,SKU003,21.99,0.0,0,21.99
2024-03-26,S02,SKU001,10.49,0.0,0,10.49
2024-03-26,S02,SKU002,15.49,0.0,0,15.49
2024-03-26,S02,SKU003,21.99,0.0,0,21.99
2024-03-26,S03,SKU001,10.49,0.0,0,10.49
2024-03-26,S03,SKU002,15.49,0.0,0,15.49
2024-03-26,S03,SKU003,21.99,0.0,0,21.99
2024-03-26,S04,SKU001,10.49,0.0,0,10.49
2024-03-26,S04,SKU002,15.49,0.0,0,15.49
2024-03-26,S04,SKU003,21.99,0.0,0,21.99
2024-03-26,S05,SKU001,10.49,0.0,0,10.49
2024-03-26,S05,SKU002,15.49,0.0,0,15.49
2024-03-26,S05,SKU003,21.99,0.0,0,21.99
2024-03-27,S01,SKU001,10.49,0.0,0,10.49
2024-03-27,S01,SKU002,15.49,0.0,0,15.49
2024-03-27,S01,SKU003,21.99,0.0,0,21.99
2024-03-27,S02,SKU001,10.49,0.0,0,10.49
2024-03-27,S02,SKU002,15.49,0.0,0,15.49
2024-03-27,S02,SKU003,21.99,0.0,0,21.99
2024-03-27,S03,SKU001,10.49,0.0,0,10.49
2024-03-27,S03,SKU002,15.49,0.0,0,15.49
2024-03-27,S03,SKU003,21.99,0.0,0,21.99
2024-03-27,S04,SKU001,10.49,0.0,0,10.49
2024-03-27,S04,SKU002,15.49,0.0,0,15.49
2024-03-27,S04,SKU003,21.99,0.0,0,21.99
2024-03-27,S05,SKU001,10.49,0.0,0,10.49
2024-03-27,S05,SKU002,15.49,0.0,0,15.49
2024-03-27,S05,SKU003,21.99,0.0,0,21.99
2024-03-28,S01,SKU001,10.49,0.0,0,10.49
2024-03-28,S01,SKU002,15.49,0.0,0,15.49
2024-03-28,S01,SKU003,21.99,0.0,0,21.99
2024-03-28,S02,SKU001,10.49,0.0,0,10.49
2024-03-28,S02,SKU002,15.49,0.0,0,15.49
2024-03-28,S02,SKU003,21.99,0.0,0,21.99
2024-03-28,S03,SKU001,10.49,0.0,0,10.49
2024-03-28,S03,SKU002,15.49,0.0,0,15.49
2024-03-28,S03,SKU003,21.99,0.0,0,21.99
2024-03-28,S04,SKU001,10.49,0.0,0,10.49
2024-03-28,S04,SKU002,15.49,0.0,0,15.49
2024-03-28,S04,SKU003,21.99,0.0,0,21.99
2024-03-28,S05,SKU001,10.49,0.0,0,10.49
2024-03-28,S05,SKU002,15.49,0.0,0,15.49
2024-03-28,S05,SKU003,21.99,0.0,0,21.99
2024-03-29,S01,SKU001,10.49,0.0,0,10.49
2024-03-29,S01,SKU002,15.49,0.0,0,15.49
2024-03-29,S01,SKU003,21.99,0.0,0,21.99
2024-03-29,S02,SKU001,10.49,0.0,0,10.49
2024-03-29,S02,SKU002,15.49,0.0,0,15.49
2024-03-29,S02,SKU003,21.99,0.0,0,21.99
2024-03-29,S03,SKU001,10.49,0.0,0,10.49
2024-03-29,S03,SKU002,15.49,0.0,0,15.49
2024-03-29,S03,SKU003,21.99,0.0,0,21.99
2024-03-29,S04,SKU001,10.49,0.0,0,10.49
2024-03-29,S04,SKU002,15.49,0.0,0,15.49
2024-03-29,S04,SKU003,21.99,0.0,0,21.99
2024-03-29,S05,SKU001,10.49,0.0,0,10.49
2024-03-29,S05,SKU002,15.49,0.0,0,15.49
2024-03-29,S05,SKU003,21.99,0.0,0,21.99
2024-03-30,S01,SKU001,9.091333333333333,0.1333333333333334,1,10.49
2024-03-30,S01,SKU002,13.424666666666667,0.13333333333333333,1,15.49
2024-03-30,S01,SKU003,17.592,0.2,1,21.99
2024-03-30,S02,SKU001,9.091333333333333,0.1333333333333334,1,10.49
2024-03-30,S02,SKU002,13.424666666666667,0.13333333333333333,1,15.49
2024-03-30,S02,SKU003,17.592,0.2,1,21.99
2024-03-30,S03,SKU001,9.091333333333333,0.1333333333333334,1,10.49
2024-03-30,S03,SKU002,13.424666666666667,0.13333333333333333,1,15.49
2024-03-30,S03,SKU003,17.592,0.2,1,21.99
2024-03-30,S04,SKU001,9.091333333333333,0.1333333333333334,1,10.49
2024-03-30,S04,SKU002,13.424666666666667,0.13333333333333333,1,15.49
2024-03-30,S04,SKU003,17.592,0.2,1,21.99
2024-03-30,S05,SKU001,9.091333333333333,0.1333333333333334,1,10.49
2024-03-30,S05,SKU002,13.424666666666667,0.13333333333333333,1,15.49
2024-03-30,S05,SKU003,17.592,0.2,1,21.99
