date,store_id,sku_id,base_price,promo_flag,promo_depth,final_price,competitor_price,holiday_flag,weather_index,week_of_year,units_sold,revenue,margin,stock_cap,stockout_flag,set
2024-01-03,S02,SKU001,10.49,1,0.42,6.08,9.87,0,0.337,0,30,182.4,56.4,47,0,train
2024-01-03,S02,SKU002,15.49,0,0.0,15.49,15.09,0,0.337,0,13,201.37,114.27,37,0,train
2024-01-03,S02,SKU003,21.99,0,0.0,21.99,21.2,0,0.337,0,11,241.89,137.39,56,0,train
2024-01-03,S03,SKU001,10.49,1,0.21,8.29,10.24,0,0.337,0,18,149.22,73.62,75,0,train
2024-01-03,S03,SKU002,15.49,0,0.0,15.49,16.03,0,0.337,0,29,449.21,254.91,44,0,train
2024-01-03,S03,SKU003,21.99,0,0.0,21.99,21.18,0,0.337,0,21,461.79,262.29,91,0,train
2024-01-03,S04,SKU001,10.49,0,0.0,10.49,10.58,0,0.337,0,12,125.88,75.48,60,0,train
2024-01-03,S04,SKU002,15.49,0,0.0,15.49,15.63,0,0.337,0,27,418.23,237.33,42,0,train
2024-01-03,S04,SKU003,21.99,0,0.0,21.99,22.49,0,0.337,0,11,241.89,137.39,32,0,train
2024-01-03,S05,SKU001,10.49,0,0.0,10.49,10.5,0,0.337,0,12,125.88,75.48,80,0,train
2024-01-03,S05,SKU002,15.49,0,0.0,15.49,14.96,0,0.337,0,22,340.78,193.38,22,1,train
2024-01-03,S05,SKU003,21.99,0,0.0,21.99,20.19,0,0.337,0,15,329.85,187.35,33,0,train
2024-01-04,S01,SKU001,10.49,0,0.0,10.49,10.99,0,0.381,0,6,62.94,37.74,49,0,train
2024-01-04,S01,SKU002,15.49,0,0.0,15.49,15.93,0,0.381,0,13,201.37,114.27,34,0,train
2024-01-04,S01,SKU003,21.99,0,0.0,21.99,21.98,0,0.381,0,11,241.89,137.39,70,0,train
2024-01-04,S02,SKU001,10.49,0,0.0,10.49,9.97,0,0.381,0,10,104.9,62.9,31,0,train
2024-01-04,S02,SKU002,15.49,0,0.0,15.49,15.87,0,0.381,0,20,309.8,175.8,71,0,train
2024-01-04,S02,SKU003,21.99,0,0.0,21.99,22.07,0,0.381,0,8,175.92,99.92,61,0,train
2024-01-04,S03,SKU001,10.49,0,0.0,10.49,10.34,0,0.381,0,17,178.33,106.93,30,0,train
2024-01-04,S03,SKU002,15.49,1,0.19,12.55,15.54,0,0.381,0,29,363.95,169.65,29,1,train
2024-01-04,S03,SKU003,21.99,0,0.0,21.99,22.58,0,0.381,0,10,219.9,124.9,84,0,train
2024-01-04,S04,SKU001,10.49,0,0.0,10.49,10.29,0,0.381,0,16,167.84,100.64,88,0,train
2024-01-04,S04,SKU002,15.49,0,0.0,15.49,15.92,0,0.381,0,30,464.7,263.7,94,0,train
2024-01-04,S04,SKU003,21.99,0,0.0,21.99,21.6,0,0.381,0,11,241.89,137.39,35,0,train
2024-01-04,S05,SKU001,10.49,0,0.0,10.49,10.77,0,0.381,0,20,209.8,125.8,102,0,train
2024-01-04,S05,SKU002,15.49,0,0.0,15.49,15.83,0,0.381,0,29,449.21,254.91,40,0,train
2024-01-04,S05,SKU003,21.99,0,0.0,21.99,23.05,0,0.381,0,20,439.8,249.8,28,0,train
2024-01-05,S01,SKU001,10.49,0,0.0,10.49,11.55,0,0.398,0,5,52.45,31.45,34,0,train
2024-01-05,S01,SKU002,15.49,0,0.0,15.49,16.21,0,0.398,0,8,123.92,70.32,43,0,train
2024-01-05,S01,SKU003,21.99,0,0.0,21.99,22.89,0,0.398,0,11,241.89,137.39,33,0,train
2024-01-05,S02,SKU001,10.49,0,0.0,10.49,10.04,0,0.398,0,6,62.94,37.74,31,0,train
2024-01-05,S02,SKU002,15.49,0,0.0,15.49,14.69,0,0.398,0,18,278.82,158.22,66,0,train
2024-01-05,S02,SKU003,21.99,0,0.0,21.99,22.94,0,0.398,0,14,307.86,174.86,61,0,train
2024-01-05,S03,SKU001,10.49,0,0.0,10.49,10.76,0,0.398,0,16,167.84,100.64,61,0,train
2024-01-05,S03,SKU002,15.49,0,0.0,15.49,16.52,0,0.398,0,25,387.25,219.75,51,0,train
2024-01-05,S03,SKU003,21.99,1,0.25,16.49,22.84,0,0.398,0,38,626.62,265.62,55,0,train
2024-01-05,S04,SKU001,10.49,0,0.0,10.49,10.56,0,0.398,0,17,178.33,106.93,92,0,train
2024-01-05,S04,SKU002,15.49,0,0.0,15.49,15.63,0,0.398,0,36,557.64,316.44,70,0,train
2024-01-05,S04,SKU003,21.99,1,0.05,20.89,21.56,0,0.398,0,25,522.25,284.75,61,0,train
2024-01-05,S05,SKU001,10.49,1,0.19,8.5,10.89,0,0.398,0,27,229.5,116.1,66,0,train
2024-01-05,S05,SKU002,15.49,0,0.0,15.49,15.42,0,0.398,0,34,526.66,298.86,77,0,train
2024-01-05,S05,SKU003,21.99,1,0.1,19.79,22.25,0,0.398,0,32,633.28,329.28,67,0,train
2024-01-06,S01,SKU001,10.49,0,0.0,10.49,10.58,0,0.365,0,11,115.39,69.19,82,0,train
2024-01-06,S01,SKU002,15.49,0,0.0,15.49,15.76,0,0.365,0,22,340.78,193.38,70,0,train
2024-01-06,S01,SKU003,21.99,0,0.0,21.99,22.19,0,0.365,0,8,175.92,99.92,76,0,train
2024-01-06,S02,SKU001,10.49,0,0.0,10.49,9.85,0,0.365,0,10,104.9,62.9,27,0,train
2024-01-06,S02,SKU002,15.49,0,0.0,15.49,14.96,0,0.365,0,23,356.27,202.17,79,0,train
2024-01-06,S02,SKU003,21.99,1,0.15,18.69,22.57,0,0.365,0,27,504.63,248.13,27,1,train
2024-01-06,S03,SKU001,10.49,0,0.0,10.49,10.43,0,0.365,0,11,115.39,69.19,71,0,train
2024-01-06,S03,SKU002,15.49,0,0.0,15.49,15.4,0,0.365,0,27,418.23,237.33,50,0,train
2024-01-06,S03,SKU003,21.99,0,0.0,21.99,23.06,0,0.365,0,21,461.79,262.29,95,0,train
2024-01-06,S04,SKU001,10.49,1,0.23,8.08,10.81,0,0.365,0,35,282.8,135.8,61,0,train
2024-01-06,S04,SKU002,15.49,0,0.0,15.49,14.58,0,0.365,0,26,402.74,228.54,55,0,train
2024-01-06,S04,SKU003,21.99,0,0.0,21.99,21.55,0,0.365,0,23,505.77,287.27,59,0,train
2024-01-06,S05,SKU001,10.49,0,0.0,10.49,11.42,0,0.365,0,21,220.29,132.09,69,0,train
2024-01-06,S05,SKU002,15.49,0,0.0,15.49,15.83,0,0.365,0,42,650.58,369.18,95,0,train
2024-01-06,S05,SKU003,21.99,0,0.0,21.99,20.46,0,0.365,0,26,571.74,324.74,44,0,train
2024-01-07,S01,SKU001,10.49,0,0.0,10.49,10.5,0,0.334,1,8,83.92,50.32,43,0,train
2024-01-07,S01,SKU002,15.49,0,0.0,15.49,16.08,0,0.334,1,17,263.33,149.43,41,0,train
2024-01-07,S01,SKU003,21.99,0,0.0,21.99,22.62,0,0.334,1,20,439.8,249.8,48,0,train
2024-01-07,S02,SKU001,10.49,1,0.2,8.39,10.29,0,0.334,1,26,218.14,108.94,66,0,train
2024-01-07,S02,SKU002,15.49,1,0.24,11.77,15.78,0,0.334,1,34,400.18,172.38,34,1,train
2024-01-07,S02,SKU003,21.99,0,0.0,21.99,20.24,0,0.334,1,22,483.78,274.78,25,0,train
2024-01-07,S03,SKU001,10.49,0,0.0,10.49,9.61,0,0.334,1,10,104.9,62.9,61,0,train
2024-01-07,S03,SKU002,15.49,0,0.0,15.49,15.13,0,0.334,1,24,371.76,210.96,65,0,train
2024-01-07,S03,SKU003,21.99,0,0.0,21.99,22.51,0,0.334,1,16,351.84,199.84,104,0,train
2024-01-07,S04,SKU001,10.49,1,0.19,8.5,10.37,0,0.334,1,33,280.5,141.9,33,1,train
2024-01-07,S04,SKU002,15.49,0,0.0,15.49,15.83,0,0.334,1,38,588.62,334.02,97,0,train
2024-01-07,S04,SKU003,21.99,0,0.0,21.99,21.05,0,0.334,1,19,417.81,237.31,52,0,train
2024-01-07,S05,SKU001,10.49,0,0.0,10.49,10.53,0,0.334,1,21,220.29,132.09,44,0,train
2024-01-07,S05,SKU002,15.49,1,0.14,13.32,15.78,0,0.334,1,73,972.36,483.26,73,1,train
2024-01-07,S05,SKU003,21.99,0,0.0,21.99,23.22,0,0.334,1,24,527.76,299.76,91,0,train
2024-01-08,S01,SKU001,10.49,0,0.0,10.49,10.12,0,0.462,1,10,104.9,62.9,97,0,train
2024-01-08,S01,SKU002,15.49,0,0.0,15.49,15.41,0,0.462,1,13,201.37,114.27,84,0,train
2024-01-08,S01,SKU003,21.99,1,0.05,20.89,20.04,0,0.462,1,13,271.57,148.07,31,0,train
2024-01-08,S02,SKU001,10.49,0,0.0,10.49,10.64,0,0.462,1,9,94.41,56.61,34,0,train
2024-01-08,S02,SKU002,15.49,1,0.19,12.55,16.06,0,0.462,1,35,439.25,204.75,36,0,train
2024-01-08,S02,SKU003,21.99,0,0.0,21.99,22.4,0,0.462,1,9,197.91,112.41,24,0,train
2024-01-08,S03,SKU001,10.49,0,0.0,10.49,10.84,0,0.462,1,8,83.92,50.32,23,0,train
2024-01-08,S03,SKU002,15.49,0,0.0,15.49,14.89,0,0.462,1,23,356.27,202.17,99,0,train
2024-01-08,S03,SKU003,21.99,0,0.0,21.99,23.21,0,0.462,1,10,219.9,124.9,52,0,train
2024-01-08,S04,SKU001,10.49,0,0.0,10.49,11.11,0,0.462,1,13,136.37,81.77,41,0,train
2024-01-08,S04,SKU002,15.49,0,0.0,15.49,15.8,0,0.462,1,31,480.19,272.49,31,1,train
2024-01-08,S04,SKU003,21.99,0,0.0,21.99,22.12,0,0.462,1,19,417.81,237.31,54,0,train
2024-01-08,S05,SKU001,10.49,0,0.0,10.49,10.21,0,0.462,1,14,146.86,88.06,46,0,train
2024-01-08,S05,SKU002,15.49,0,0.0,15.49,16.04,0,0.462,1,42,650.58,369.18,94,0,train
2024-01-08,S05,SKU003,21.99,0,0.0,21.99,22.01,0,0.462,1,22,483.78,274.78,22,1,train
2024-01-09,S01,SKU001,10.49,0,0.0,10.49,10.3,0,0.451,1,8,83.92,50.32,59,0,train
2024-01-09,S01,SKU002,15.49,0,0.0,15.49,16.45,0,0.451,1,14,216.86,123.06,63,0,train
2024-01-09,S01,SKU003,21.99,0,0.0,21.99,22.86,0,0.451,1,11,241.89,137.39,51,0,train
2024-01-09,S02,SKU001,10.49,0,0.0,10.49,10.48,0,0.451,1,12,125.88,75.48,54,0,train
2024-01-09,S02,SKU002,15.49,1,0.12,13.63,16.33,0,0.451,1,31,422.53,214.83,32,0,train
2024-01-09,S02,SKU003,21.99,1,0.17,18.25,22.56,0,0.451,1,28,511.0,245.0,45,0,train
2024-01-09,S03,SKU001,10.49,0,0.0,10.49,10.24,0,0.451,1,10,104.9,62.9,93,0,train
2024-01-09,S03,SKU002,15.49,0,0.0,15.49,15.69,0,0.451,1,30,464.7,263.7,39,0,train
2024-01-09,S03,SKU003,21.99,0,0.0,21.99,22.12,0,0.451,1,14,307.86,174.86,41,0,train
2024-01-09,S04,SKU001,10.49,1,0.2,8.39,10.16,0,0.451,1,19,159.41,79.61,84,0,train
2024-01-09,S04,SKU002,15.49,0,0.0,15.49,16.32,0,0.451,1,30,464.7,263.7,37,0,train
2024-01-09,S04,SKU003,21.99,0,0.0,21.99,20.45,0,0.451,1,14,307.86,174.86,33,0,train
2024-01-09,S05,SKU001,10.49,0,0.0,10.49,11.26,0,0.451,1,22,230.78,138.38,65,0,train
2024-01-09,S05,SKU002,15.49,0,0.0,15.49,15.85,0,0.451,1,40,619.6,351.6,44,0,train
2024-01-09,S05,SKU003,21.99,0,0.0,21.99,22.82,0,0.451,1,19,417.81,237.31,80,0,train
2024-01-10,S01,SKU001,10.49,0,0.0,10.49,11.06,0,0.319,1,7,73.43,44.03,103,0,train
2024-01-10,S01,SKU002,15.49,0,0.0,15.49,16.02,0,0.319,1,13,201.37,114.27,24,0,train
2024-01-10,S01,SKU003,21.99,0,0.0,21.99,22.86,0,0.319,1,11,241.89,137.39,102,0,train
2024-01-10,S02,SKU001,10.49,0,0.0,10.49,10.33,0,0.319,1,13,136.37,81.77,63,0,train
2024-01-10,S02,SKU002,15.49,0,0.0,15.49,16.65,0,0.319,1,22,340.78,193.38,63,0,train
2024-01-10,S02,SKU003,21.99,0,0.0,21.99,21.27,0,0.319,1,17,373.83,212.33,69,0,train
2024-01-10,S03,SKU001,10.49,1,0.14,9.02,10.75,0,0.319,1,12,108.24,57.84,64,0,train
2024-01-10,S03,SKU002,15.49,1,0.2,12.39,15.83,0,0.319,1,33,408.87,187.77,68,0,train
2024-01-10,S03,SKU003,21.99,0,0.0,21.99,21.71,0,0.319,1,21,461.79,262.29,99,0,train
2024-01-10,S04,SKU001,10.49,1,0.29,7.45,10.55,0,0.319,1,26,193.7,84.5,71,0,train
2024-01-10,S04,SKU002,15.49,0,0.0,15.49,15.19,0,0.319,1,32,495.68,281.28,35,0,train
2024-01-10,S04,SKU003,21.99,1,0.27,16.05,22.93,0,0.319,1,59,946.95,386.45,101,0,train
2024-01-10,S05,SKU001,10.49,0,0.0,10.49,10.35,0,0.319,1,16,167.84,100.64,30,0,train
2024-01-10,S05,SKU002,15.49,0,0.0,15.49,15.39,0,0.319,1,18,278.82,158.22,102,0,train
2024-01-10,S05,SKU003,21.99,0,0.0,21.99,21.88,0,0.319,1,23,505.77,287.27,62,0,train
2024-01-11,S01,SKU001,10.49,0,0.0,10.49,11.09,0,0.584,1,8,83.92,50.32,74,0,train
2024-01-11,S01,SKU002,15.49,0,0.0,15.49,16.82,0,0.584,1,17,263.33,149.43,69,0,train
2024-01-11,S01,SKU003,21.99,0,0.0,21.99,22.53,0,0.584,1,8,175.92,99.92,52,0,train
2024-01-11,S02,SKU001,10.49,1,0.19,8.5,10.98,0,0.584,1,15,127.5,64.5,66,0,train
2024-01-11,S02,SKU002,15.49,0,0.0,15.49,16.13,0,0.584,1,22,340.78,193.38,22,0,train
2024-01-11,S02,SKU003,21.99,0,0.0,21.99,21.83,0,0.584,1,7,153.93,87.43,42,0,train
2024-01-11,S03,SKU001,10.49,0,0.0,10.49,10.9,0,0.584,1,9,94.41,56.61,26,0,train
2024-01-11,S03,SKU002,15.49,0,0.0,15.49,14.79,0,0.584,1,25,387.25,219.75,94,0,train
2024-01-11,S03,SKU003,21.99,0,0.0,21.99,21.19,0,0.584,1,10,219.9,124.9,28,0,train
2024-01-11,S04,SKU001,10.49,0,0.0,10.49,10.37,0,0.584,1,20,209.8,125.8,86,0,train
2024-01-11,S04,SKU002,15.49,1,0.41,9.14,15.12,0,0.584,1,36,329.04,87.84,36,1,train
2024-01-11,S04,SKU003,21.99,1,0.15,18.69,22.01,0,0.584,1,32,598.08,294.08,93,0,train
2024-01-11,S05,SKU001,10.49,0,0.0,10.49,10.67,0,0.584,1,25,262.25,157.25,82,0,train
2024-01-11,S05,SKU002,15.49,1,0.23,11.93,15.68,0,0.584,1,75,894.75,392.25,94,0,train
2024-01-11,S05,SKU003,21.99,0,0.0,21.99,21.43,0,0.584,1,19,417.81,237.31,24,0,train
2024-01-12,S01,SKU001,10.49,0,0.0,10.49,11.26,0,0.508,1,10,104.9,62.9,23,0,train
2024-01-12,S01,SKU002,15.49,1,0.36,9.91,15.39,0,0.508,1,39,386.49,125.19,39,1,train
2024-01-12,S01,SKU003,21.99,0,0.0,21.99,21.19,0,0.508,1,5,109.95,62.45,48,0,train
2024-01-12,S02,SKU001,10.49,1,0.05,9.97,10.59,0,0.508,1,21,209.37,121.17,66,0,train
2024-01-12,S02,SKU002,15.49,0,0.0,15.49,15.27,0,0.508,1,20,309.8,175.8,93,0,train
2024-01-12,S02,SKU003,21.99,1,0.17,18.25,22.47,0,0.508,1,26,474.5,227.5,50,0,train
2024-01-12,S03,SKU001,10.49,0,0.0,10.49,10.91,0,0.508,1,11,115.39,69.19,25,0,train
2024-01-12,S03,SKU002,15.49,0,0.0,15.49,16.25,0,0.508,1,29,449.21,254.91,103,0,train
2024-01-12,S03,SKU003,21.99,0,0.0,21.99,21.63,0,0.508,1,8,175.92,99.92,36,0,train
2024-01-12,S04,SKU001,10.49,0,0.0,10.49,10.57,0,0.508,1,18,188.82,113.22,80,0,train
2024-01-12,S04,SKU002,15.49,0,0.0,15.49,15.4,0,0.508,1,19,294.31,167.01,96,0,train
2024-01-12,S04,SKU003,21.99,0,0.0,21.99,21.96,0,0.508,1,16,351.84,199.84,54,0,train
2024-01-12,S05,SKU001,10.49,0,0.0,10.49,10.76,0,0.508,1,23,241.27,144.67,100,0,train
2024-01-12,S05,SKU002,15.49,0,0.0,15.49,14.8,0,0.508,1,28,433.72,246.12,44,0,train
2024-01-12,S05,SKU003,21.99,0,0.0,21.99,22.44,0,0.508,1,18,395.82,224.82,50,0,train
2024-01-13,S01,SKU001,10.49,1,0.21,8.29,10.5,0,0.411,1,18,149.22,73.62,73,0,train
2024-01-13,S01,SKU002,15.49,0,0.0,15.49,15.57,0,0.411,1,23,356.27,202.17,23,1,train
2024-01-13,S01,SKU003,21.99,0,0.0,21.99,21.72,0,0.411,1,10,219.9,124.9,77,0,train
2024-01-13,S02,SKU001,10.49,0,0.0,10.49,10.71,0,0.411,1,9,94.41,56.61,83,0,train
2024-01-13,S02,SKU002,15.49,1,0.13,13.48,15.58,0,0.411,1,48,647.04,325.44,89,0,train
2024-01-13,S02,SKU003,21.99,1,0.23,16.93,21.1,0,0.411,1,28,474.04,208.04,28,1,train
2024-01-13,S03,SKU001,10.49,0,0.0,10.49,11.06,0,0.411,1,18,188.82,113.22,35,0,train
2024-01-13,S03,SKU002,15.49,0,0.0,15.49,16.2,0,0.411,1,24,371.76,210.96,60,0,train
2024-01-13,S03,SKU003,21.99,0,0.0,21.99,22.13,0,0.411,1,22,483.78,274.78,81,0,train
2024-01-13,S04,SKU001,10.49,0,0.0,10.49,11.14,0,0.411,1,19,199.31,119.51,31,0,train
2024-01-13,S04,SKU002,15.49,0,0.0,15.49,15.39,0,0.411,1,24,371.76,210.96,24,1,train
2024-01-13,S04,SKU003,21.99,0,0.0,21.99,23.17,0,0.411,1,16,351.84,199.84,92,0,train
2024-01-13,S05,SKU001,10.49,0,0.0,10.49,10.62,0,0.411,1,16,167.84,100.64,92,0,train
2024-01-13,S05,SKU002,15.49,0,0.0,15.49,15.74,0,0.411,1,35,542.15,307.65,53,0,train
2024-01-13,S05,SKU003,21.99,0,0.0,21.99,21.62,0,0.411,1,29,637.71,362.21,70,0,train
2024-01-14,S01,SKU001,10.49,1,0.2,8.39,10.52,0,0.518,2,19,159.41,79.61,88,0,train
2024-01-14,S01,SKU002,15.49,0,0.0,15.49,16.77,0,0.518,2,24,371.76,210.96,40,0,train
2024-01-14,S01,SKU003,21.99,0,0.0,21.99,22.04,0,0.518,2,12,263.88,149.88,57,0,train
2024-01-14,S02,SKU001,10.49,0,0.0,10.49,11.13,0,0.518,2,11,115.39,69.19,61,0,train
2024-01-14,S02,SKU002,15.49,0,0.0,15.49,15.76,0,0.518,2,31,480.19,272.49,98,0,train
2024-01-14,S02,SKU003,21.99,0,0.0,21.99,22.5,0,0.518,2,8,175.92,99.92,26,0,train
2024-01-14,S03,SKU001,10.49,0,0.0,10.49,10.76,0,0.518,2,16,167.84,100.64,69,0,train
2024-01-14,S03,SKU002,15.49,1,0.19,12.55,15.72,0,0.518,2,66,828.3,386.1,70,0,train
2024-01-14,S03,SKU003,21.99,0,0.0,21.99,21.88,0,0.518,2,19,417.81,237.31,65,0,train
2024-01-14,S04,SKU001,10.49,0,0.0,10.49,10.43,0,0.518,2,14,146.86,88.06,85,0,train
2024-01-14,S04,SKU002,15.49,1,0.29,11.0,15.79,0,0.518,2,48,528.0,206.4,48,1,train
2024-01-14,S04,SKU003,21.99,0,0.0,21.99,22.9,0,0.518,2,29,637.71,362.21,70,0,train
2024-01-14,S05,SKU001,10.49,0,0.0,10.49,10.78,0,0.518,2,29,304.21,182.41,81,0,train
2024-01-14,S05,SKU002,15.49,1,0.24,11.77,15.03,0,0.518,2,87,1023.99,441.09,87,1,train
2024-01-14,S05,SKU003,21.99,1,0.32,14.95,22.36,0,0.518,2,44,657.8,239.8,44,1,train
2024-01-15,S01,SKU001,10.49,0,0.0,10.49,11.37,0,0.443,2,8,83.92,50.32,29,0,train
2024-01-15,S01,SKU002,15.49,0,0.0,15.49,15.83,0,0.443,2,18,278.82,158.22,102,0,train
2024-01-15,S01,SKU003,21.99,0,0.0,21.99,23.45,0,0.443,2,11,241.89,137.39,78,0,train
2024-01-15,S02,SKU001,10.49,0,0.0,10.49,11.32,0,0.443,2,13,136.37,81.77,88,0,train
2024-01-15,S02,SKU002,15.49,0,0.0,15.49,15.36,0,0.443,2,18,278.82,158.22,43,0,train
2024-01-15,S02,SKU003,21.99,1,0.2,17.59,23.26,0,0.443,2,29,510.11,234.61,52,0,train
2024-01-15,S03,SKU001,10.49,0,0.0,10.49,10.79,0,0.443,2,11,115.39,69.19,84,0,train
2024-01-15,S03,SKU002,15.49,0,0.0,15.49,16.2,0,0.443,2,18,278.82,158.22,83,0,train
2024-01-15,S03,SKU003,21.99,0,0.0,21.99,22.28,0,0.443,2,13,285.87,162.37,31,0,train
2024-01-15,S04,SKU001,10.49,0,0.0,10.49,11.39,0,0.443,2,15,157.35,94.35,99,0,train
2024-01-15,S04,SKU002,15.49,1,0.18,12.7,15.3,0,0.443,2,41,520.7,246.0,41,1,train
2024-01-15,S04,SKU003,21.99,0,0.0,21.99,20.52,0,0.443,2,15,329.85,187.35,49,0,train
2024-01-15,S05,SKU001,10.49,0,0.0,10.49,10.7,0,0.443,2,20,209.8,125.8,58,0,train
2024-01-15,S05,SKU002,15.49,0,0.0,15.49,15.91,0,0.443,2,35,542.15,307.65,82,0,train
2024-01-15,S05,SKU003,21.99,0,0.0,21.99,22.42,0,0.443,2,27,593.73,337.23,83,0,train
2024-01-16,S01,SKU001,10.49,0,0.0,10.49,11.14,0,0.474,2,9,94.41,56.61,32,0,train
2024-01-16,S01,SKU002,15.49,0,0.0,15.49,16.54,0,0.474,2,16,247.84,140.64,88,0,train
2024-01-16,S01,SKU003,21.99,0,0.0,21.99,23.5,0,0.474,2,8,175.92,99.92,42,0,train
2024-01-16,S02,SKU001,10.49,0,0.0,10.49,10.58,0,0.474,2,11,115.39,69.19,85,0,train
2024-01-16,S02,SKU002,15.49,0,0.0,15.49,15.54,0,0.474,2,28,433.72,246.12,28,0,train
2024-01-16,S02,SKU003,21.99,1,0.25,16.49,22.55,0,0.474,2,24,395.76,167.76,96,0,train
2024-01-16,S03,SKU001,10.49,0,0.0,10.49,10.6,0,0.474,2,13,136.37,81.77,97,0,train
2024-01-16,S03,SKU002,15.49,0,0.0,15.49,16.05,0,0.474,2,27,418.23,237.33,72,0,train
2024-01-16,S03,SKU003,21.99,0,0.0,21.99,21.63,0,0.474,2,19,417.81,237.31,101,0,train
2024-01-16,S04,SKU001,10.49,0,0.0,10.49,10.43,0,0.474,2,16,167.84,100.64,65,0,train
2024-01-16,S04,SKU002,15.49,0,0.0,15.49,15.72,0,0.474,2,32,495.68,281.28,82,0,train
2024-01-16,S04,SKU003,21.99,0,0.0,21.99,22.4,0,0.474,2,19,417.81,237.31,64,0,train
2024-01-16,S05,SKU001,10.49,0,0.0,10.49,10.78,0,0.474,2,21,220.29,132.09,51,0,train
2024-01-16,S05,SKU002,15.49,1,0.25,11.62,14.76,0,0.474,2,35,406.7,172.2,35,1,train
2024-01-16,S05,SKU003,21.99,0,0.0,21.99,23.73,0,0.474,2,13,285.87,162.37,54,0,train
2024-01-17,S01,SKU001,10.49,0,0.0,10.49,10.16,0,0.532,2,7,73.43,44.03,40,0,train
2024-01-17,S01,SKU002,15.49,0,0.0,15.49,15.57,0,0.532,2,11,170.39,96.69,80,0,train
